計費方式,資料集說明網址,分類及編號,資料集提供機關聯絡人,收錄期間(迄),計費說明網址,資料集描述,授權方式,資料名稱,收錄期間(起),計費法令依據,更新頻率,資料連結網址,編碼格式,編號,資料集類型,資料集提供機關電話,檔案格式,資料集提供機關,標籤/關鍵字,最後更新時間,主要欄位,主要欄位說明,建立日期,資料來源,備註,資料量,資料集提供機關聯絡人電子郵件
免費,,公共資訊,簡明德,,無,臺北市疏散門位置,依臺北市政府資料開放使用規範,臺北市疏散門資訊,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=c28d3d7c-da3d-4c67-b8b8-9547fc63af1c," BIG5,",364,原始資料,02-27208889#8185,"KML,",臺北市政府工務局水利工程處,"疏散門,",2015/3/12 19:47,疏散門名稱、地點、緯度、經度,疏散門名稱、地點、緯度、經度,2014/12/31 11:52,臺北市政府工務局水利工程處,,36筆,da_10835@mail.taipei.gov.tw
免費,,公共資訊,石滎,2013/3/1,無,台北市最新合格之殯葬禮儀公司列表,依臺北市政府資料開放使用規範,臺北市市立殯儀館及公立納骨塔,2012/3/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=a4229edc-3a95-4a68-8b8f-32be5f07bc18,"UTF-8,",365,原始資料,02-87329741,"CSV,",臺北市殯葬管理處,,2015/3/12 19:45,市立殯儀館及公立納骨塔設施位置及連絡方式,市立殯儀館及公立納骨塔設施位置及連絡方式,2014/12/31 11:53,臺北市殯葬管理處,,5,fbm_a40081@mail.taipei.gov.tw
免費,,公共資訊,張惠琳,,無,機車專用道資料,依臺北市政府資料開放使用規範,臺北市機車專用道,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=6778e40b-c41b-49c0-9d0a-637e22211829,"UTF-8,",366,原始資料,25567161#7414,"shx,",臺北市交通管制工程處,"機車專用道,",2015/3/12 19:41,路名、方向,路名、方向,2014/12/31 11:55,臺北市交通管制工程處,,,te10642@mail.taipei.gov.tw
免費,,公共資訊,簡百昶,,無,停車場資訊,依臺北市政府資料開放使用規範,臺北市停車場資訊,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=d5c0656b-5250-4179-a491-c94daa56ef2c,"Big5,",367,網路服務,27590666#6534,"JSON,",臺北市停車管理工程處,"停車場資訊名稱,地址,總機車位,總車位,",2015/3/12 19:40,停車場資訊名稱、地址、總車位、總機車位、經緯度,停車場資訊名稱、地址、總車位、總機車位、經緯度,2014/12/31 11:57,臺北市停車管理工程處,,1250筆,pma002210@mail.taipei.gov.tw
 免費,,公共資訊,邵顯涵,2014/12/31,,"揭露臺北惜物網年度服務狀況資料，俾供大眾了解。
",依臺北市政府資料開放使用規範,臺北惜物網服務概況,2012/1/1,,每日,http://data.taipei/opendata/datalist/datasetMeta?oid=2e47b643-4954-4f1c-86d1-9891496d35b3,"UNICODE,",368,原始資料,25629862#42,"XLS,",臺北市動產質借處,"服務概況,臺北惜物網,",2015/3/12 19:36,"""月別、網站瀏覽人數、平均每日
網站瀏覽人次、會員總人數、出貨結案件數、交易金額、參與機關學校總數。""
","""月別、網站瀏覽人數、平均每日
網站瀏覽人次、會員總人數、出貨結案件數、交易金額、參與機關學校總數。""
",2014/12/31 11:47,臺北市動產質借處,,13筆,cv_ps142@mail.taipei.gov.tw
 免費,,公共資訊,陳素美,,,"提供繳稅方式適用範圍、適用期間、適用對象、操作程序、納稅人負擔手續費、稅捐處是否另行寄發繳納證明等資訊以維護納稅義務人權益。
",依臺北市政府資料開放使用規範,繳稅方式,,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=503e6780-5919-408d-8854-1f3354da124e,"utf-8,",369,原始資料,(02)23949211#484,"XLS,",臺北市稅捐稽徵處,"繳納方式,",2015/3/12 19:27,"長期約定轉帳、電話語音轉帳、網際網路轉帳、自動櫃員機轉帳、便利商店、金融機構
","長期約定轉帳、電話語音轉帳、網際網路轉帳、自動櫃員機轉帳、便利商店、金融機構
",2014/12/31 11:48,臺北市稅捐稽徵處,,7筆,ct-5317@mail.taipei.gov.tw
免費,,公共資訊,林立容,2012/3/31,無,提供臺北市生物多樣性相關資料。,依臺北市政府資料開放使用規範,臺北市生物多樣性,2008/5/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=c9e5fc44-34f1-42c4-b57d-e030a4705bd5,"BIG-5,",370,原始資料,87897158#7014,"shx,",臺北市動物保護處,"物種,環境保護,生物多樣性,",2015/3/12 19:27,物種,物種,2014/12/31 11:48,臺北市動物保護處,,約1000筆,tcapo156@mail.taipei.gov.tw
免費,,公共資訊,陳建勳,2012/5/28,無,為利用地籍圖電腦化管理，辦理重測時若屬圖解法施測區，則將地籍原圖進行數值化；若為數值區，即以數值法施測紀錄，而得地籍圖數值成果，地籍圖檔以小段為單位。,依臺北市政府資料開放使用規範,臺北市數值地籍地段圖,2009/7/9,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=d8fcc667-c151-4685-b60c-5a2fc4ebdbeb,"UTF-8,",371,原始資料,87807056#411,"shx,",臺北市政府地政局土地開發總隊,"地段圖,地籍,數值,臺北市,",2015/3/12 19:26,座標(97),座標(97),2014/12/31 11:48,臺北市政府地政局土地開發總隊,,558筆,gz-14025@mail.taipei.gov.tw
免費,,生命禮儀,石滎,2013/3/1,無,市立殯儀館及公立納骨塔設施位置及連絡方式,依臺北市政府資料開放使用規範,臺北市公立骨灰（骸）存放設施位址,2012/3/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=0f17a006-272c-413c-93f1-90cb77eb98e3,"UTF-8,",372,原始資料,02-87329741,"CSV,",臺北市殯葬管理處,,2015/3/12 19:25,"設施名稱,地址,服務時間,電話","設施名稱,地址,服務時間,電話",2014/12/31 11:48,臺北市殯葬管理處,,3,fbm_a40081@mail.taipei.gov.tw
 免費,,公共資訊,邵顯涵,2014/12/31,,"揭露臺北市動產質借處年度營運狀況資料，俾供大眾了解。
",依臺北市政府資料開放使用規範,臺北市動產質借處營業概況,2012/1/1,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=c296ee1a-7e63-4b4c-9470-368064bfac0d,"UNICODE,",373,原始資料,25629862#42,"XLS,",臺北市動產質借處,"營業概況,臺北市動產質借處,質借概況,",2015/3/12 19:21,"分處別、項目、本年質借金額、件數、現金利息收入、本年變賣。
","分處別、項目、本年質借金額、件數、現金利息收入、本年變賣。
",2014/12/31 11:49,臺北市動產質借處,,44筆,cv_ps142@mail.taipei.gov.tw
免費,,公共資訊,張惠琳,,無,調撥車道資料,依臺北市政府資料開放使用規範,臺北市調撥車道,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=af2976bd-3eea-42d5-9cb0-18798a457d34,"UTF-8,",374,原始資料,25567161#7414,"shx,",臺北市交通管制工程處,"調撥車道,",2015/3/12 19:11,路名、方向,路名、方向,2014/12/31 11:50,臺北市交通管制工程處,,,te10642@mail.taipei.gov.tw
 免費,,公共資訊,邵顯涵,2014/12/31,,"揭露臺北市動產質借處年度質借狀況資料，俾供大眾了解。
",依臺北市政府資料開放使用規範,臺北市動產質借概況,2012/1/1,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=2271cadc-ac13-4a6c-8b18-c40f122d681c,"UNICODE,",375,原始資料,25629862#42,"XLS,",臺北市動產質借處,"營業概況,臺北市動產質借處,質借概況,",2015/3/12 19:10,"以質借金額分、以客戶年齡分。
","以質借金額分、以客戶年齡分。
",2014/12/31 11:50,臺北市動產質借處,,2筆,cv_ps142@mail.taipei.gov.tw
免費,,公共資訊,李玲慧,,,臺北市立聯合醫院各院區電子門診表,依臺北市政府資料開放使用規範,臺北市立聯合醫院電子門診表,,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=de99e1ab-0396-41c0-9a3e-f1f21cd54435,,376,原始資料,02-25523234#1303,,臺北市立聯合醫院,,2015/3/12 19:10,臺北市立聯合醫院電子門診表,臺北市立聯合醫院電子門診表,2014/12/31 11:50,臺北市立聯合醫院,,約10筆,A2930@tpech.gov.tw
免費,,公共資訊,張惠琳,,無,行人專用時相路口資料,依臺北市政府資料開放使用規範,臺北市行人專用時相路口,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=733872cf-f931-4d27-aba7-f01d7c271bdc,"UTF-8,",377,原始資料,25567161#7414,"shx,",臺北市交通管制工程處,"行人專用時相,行專,",2015/3/12 19:04,路口編號、十字路口名稱、座標(TWD67)、啟用時段,路口編號、十字路口名稱、座標(TWD67)、啟用時段,2014/12/31 11:52,臺北市交通管制工程處,,,te10642@mail.taipei.gov.tw
免費,,公共資訊,邱創彥,,,"臺北市都市更新相關法規
",依臺北市政府資料開放使用規範,臺北市都市更新相關法規,,,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=6bc30ace-9322-412c-9092-aa151bdf4a03,",",378,原始資料,23215696#2803,"XLS,",臺北市都市更新處,,2015/3/12 19:02,主旨、超連結,主旨、超連結,2014/12/31 11:52,臺北市都市更新處,,1,sinyan1031@uro.taipei.gov.tw
免費,,公共資訊,張惠琳,,無,閉路電視攝影機設備資料,依臺北市政府資料開放使用規範,臺北市CCTV設施,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=50a5c4ec-9515-4c30-b83f-30b66e37053d,"UTF-8,",379,原始資料,25567161#7414,"rar,",臺北市交通管制工程處,"CCTV,攝影機,閉路電視攝影機,",2015/3/12 19:01,設備編號、設施名稱、方向、車道數、座標(TWD67),設備編號、設施名稱、方向、車道數、座標(TWD67),2014/12/31 11:53,臺北市交通管制工程處,,,te10642@mail.taipei.gov.tw
免費,,公共資訊,毛胤儒,,,簽署同意書提醒事項,依臺北市政府資料開放使用規範,簽署同意書提醒事項,,,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=67636076-629e-477e-96c5-f9cb43852973,",",380,原始資料,23215696#3036,"XLS,",臺北市都市更新處,,2015/3/12 18:56,主旨、日期、名稱、超連結,主旨、日期、名稱、超連結,2014/12/31 11:54,臺北市都市更新處,,1,momogcd007@uro.taipei.gov.tw
免費,,公共資訊,林義榮,2015/1/31,,"演出日期：日期
演出時間：日期
節目名稱：文字型態
演出單位：文字型態
相關網址：文字型態
演出地點：文字型態
入場方式：文字型態
售票系統：文字型態
內容摘要：TEXT文字型態
",依臺北市政府資訊資產授權流通及加值利用作業要點,中山堂演出訊息,2014/11/1,,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=bf51fdc3-6823-427a-8713-5e2471dec597,"BIG 5,",381,原始資料,23813137,"XLS,",臺北市中山堂管理所,,2015/3/12 18:50,"演出日期：供民眾查詢演出日期起迄
演出時間：供民眾查詢演出時間起迄
節目名稱：供民眾查詢檢索節目名稱
演出單位：供民眾查詢檢索演出單位
相關網址：供民眾LINK相關網址
演出地點：供民眾查詢檢索演出地點廳別
入場方式：供民眾查詢費用與否
售票系統：供民眾查詢檢索售票系統
內容摘要：供民眾查詢檢索內容摘要
","演出日期：供民眾查詢演出日期起迄
演出時間：供民眾查詢演出時間起迄
節目名稱：供民眾查詢檢索節目名稱
演出單位：供民眾查詢檢索演出單位
相關網址：供民眾LINK相關網址
演出地點：供民眾查詢檢索演出地點廳別
入場方式：供民眾查詢費用與否
售票系統：供民眾查詢檢索售票系統
內容摘要：供民眾查詢檢索內容摘要
",2014/12/31 11:54,臺北市中山堂管理所,,55,ce-204@mail.taipei.gov.tw
 免費,,公共資訊,姚正芬,2015/12/31,,"公告每年臺北市政府建設公債到期本息資訊，以利債券持有人兌領
",依臺北市政府資料開放使用規範,公告償付104年度到期之臺北市政府建設公債本息一覽表,2015/1/1,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=a5e617a1-bcaf-415b-a8e5-03ca1bfe0ab5,"Unicode,",382,原始資料,27208889#1165,"XLS,",臺北市政府財政局," 公債還本付息,",2015/3/11 11:34,"債券名稱、付息期次、開付日期、發行額、應付本金、應付利息、經理銀行。
","債券名稱、付息期次、開付日期、發行額、應付本金、應付利息、經理銀行。
",2014/12/31 11:51,臺北市政府財政局,,4,yao@mail.taipei.gov.tw
 免費,,公共資訊,朱玉萍,2015/1/31,,"公告每月臺北市政府公共債務資訊，落實全民監督
",依臺北市政府資料開放使用規範,公告臺北市政府公共債務情形,2015/1/1,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=b1e52a76-319a-45f0-b029-3e83009406a7,"Unicode,",383,原始資料,02-27208889-1162,"XLS,",臺北市政府財政局,"債務,",2015/3/11 11:17,年度、月份、一年以上債務未償餘額、短期債務未償餘額、平均每人負擔債務、自償性債務未償餘額（含非營業特種基金）(單位：元)。,年度、月份、一年以上債務未償餘額、短期債務未償餘額、平均每人負擔債務、自償性債務未償餘額（含非營業特種基金）(單位：元)。,2014/12/31 11:52,臺北市政府財政局,,1,lucky-renee@mail.taipei.gov.tw
免費,,公共資訊,洪麗晴,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(南港區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=b777e538-0d70-44e1-8942-390e5ac8679f,"BIG-5,",384,原始資料,02-27831343-606,"XLS,",臺北市南港區公所,"疏散避難,防災,",2015/3/11 11:08,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:53,臺北市南港區公所,,20,ng_457@mail.taipei.gov.tw
免費,,公共資訊,林美娜,2007/12/31,無,臺北市地溫分布圖。,依臺北市政府資料開放使用規範,臺北市地溫分布圖,2007/1/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=b7da8019-c790-427c-8e5b-01e06383e259," UTF-8,",385,原始資料,27256630,"shx,",臺北市政府產業發展局,"溫泉,",2015/3/11 11:06,名稱,名稱,2014/12/31 11:53,臺北市政府產業發展局,,23筆,ea-10806@mail.taipei.gov.tw
免費,,公共資訊,劉純真,2014/10/17,無,臺北市已核准懸掛旗幟路段一覽表,依臺北市政府資料開放使用規範,臺北市已核准懸掛旗幟路段一覽表,2010/1/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=dac325f8-0187-43d0-b5a1-7f50bb84ab4b,"UTF-8,",386,原始資料,27287276#7276,"XLS,",臺北市政府環境保護局,"懸掛旗幟,環境保護,",2015/3/11 10:55,路段、同一時間原則可容納活動數量、已核可活動及時間,路段、同一時間原則可容納活動數量、已核可活動及時間,2014/12/31 11:54,臺北市政府環境保護局,,419筆,la-7276@mail.taipei.gov.tw
免費,,公共資訊,毛胤儒,,,臺北市都市更新及爭議處理審議會歷次會議通案重要審議原則,依臺北市政府資料開放使用規範,臺北市都市更新及爭議處理審議會歷次會議通案重要審議原則,,,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=6ba016ce-8347-4572-a284-6c962b93f1d7,",",387,原始資料,23215696#3036,"XLS,",臺北市政府都市發展局,,2015/3/11 10:53,主旨、日期、名稱、超連結,主旨、日期、名稱、超連結,2014/12/31 11:54,臺北市政府都市發展局,,1,momogcd007@uro.taipei.gov.tw
免費,,公共資訊,黃淑櫻,,無,提供臺北市士林區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(士林區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=c0056223-5504-4869-9226-41fad77403d4,"BIG-5,",388,原始資料,28826200轉6025,"XLS,",臺北市士林區公所,"疏散避難,防災,",2015/3/11 09:30,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:50,臺北市士林區公所,,51,bn_393@mail.taipei.gov.tw
免費,,公共資訊,陳心郁,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(北投區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=d76ca4fd-55ad-48c6-8ba1-18a2ffd3ac24,"BIG-5,",389,原始資料,02-28912105分機212,"XLS,",臺北市北投區公所,"疏散避難,防災,",2015/3/11 09:29,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:50,臺北市北投區公所,,42,bo_michelle@mail.taipei.gov.tw
免費,,公共資訊,范姜仁茂,2014/10/1,無,臺北市現有水質監測站名稱與位置,依臺北市政府資料開放使用規範,臺北市水質監測站基本資料,2013/1/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=ab067898-6eaa-45e6-b3be-a4169de2b600,"UTF-8,",390,原始資料,02-28237027,"XLS,",臺北市政府環境保護局,"水質監測站,河川,",2015/3/11 09:25,測站名稱、河川名稱、測站位置,測站名稱、河川名稱、測站位置,2014/12/31 11:50,臺北市政府環境保護局,,16,la-jmfanchiang@mail.taipei.gov.tw
免費,,公共資訊,游舒涵,,無,臺北市母嬰親善醫療院所,依臺北市政府資料開放使用規範,臺北市母嬰親善醫療院所,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=a09451c2-6783-4afe-af16-c97e812549a3,"ANSI,",391,原始資料,1999# 7112,"CSV,",臺北市政府衛生局,"母嬰親善,醫療院所,",2015/3/11 09:22,"name(醫院名稱), address_for_display(顯示用地址地址),address_for_system(系統辨識用地址) telephone(電話)","name(醫院名稱), address_for_display(顯示用地址地址),address_for_system(系統辨識用地址) telephone(電話)",2014/12/31 11:49,臺北市政府衛生局,I00公共資訊,20,shuhanyu@health.gov.tw
免費,,公共資訊,方彥智,,,臺北市立大學交通位置圖 ,依臺北市政府資料開放使用規範,臺北市立大學交通位置圖,,無,每三年,http://data.taipei/opendata/datalist/datasetMeta?oid=8fd07d04-2dd3-42e8-847d-5a369bf63d0e,"UTF-8,",392,原始資料,(02)2311-3040#8515,"docx,",臺北市政府教育局,"位置圖,",2015/3/11 08:57,無,無,2014/12/31 11:48,臺北市政府教育局,,,zz@utaipei.edu.tw
免費,,公共資訊,張惠琳,,無,公車專用道資料,依臺北市政府資料開放使用規範,臺北市公車專用道,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=f0a32701-d708-4dd7-beb1-9450b4e5eb8e,,393,原始資料,25567161#7414,,臺北市政府交通局,"公車專用道,",2015/3/10 20:24,路名、方向,路名、方向,2014/12/31 11:48,臺北市政府交通局,,,te10642@mail.taipei.gov.tw
免費,,公共資訊,王彝定,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(文山區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=705f2725-57ef-4aa4-beb1-ad31fc927faf,"BIG-5,",394,原始資料,29365522分機213,"XLS,",臺北市文山區公所,"疏散避難,防災,",2015/3/10 20:17,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:47,臺北市文山區公所,,43,bs-yiding@mail.taipei.gov.tw
免費,,公共資訊,劉淑雲,,無,委請台北律師公會、臺北市建築師公會及台北市地政士公會輪派義務律師、建築師及地政士免費提供諮詢服務,依臺北市政府資料開放使用規範,法律、建築及地政諮詢,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=8f2b7848-002f-42d7-b98b-220cac5f5908,"BIG5,",395,原始資料,(02)2725-6162,"doc,",臺北市政府秘書處,,2015/3/10 20:16,"1、法律諮詢以面談方式進行，採現場掛號及電話預約掛號。現場掛號時間：上午8時30分及中午12時30分起開始登記。
2、建築及地政諮詢現場受理。
3、諮詢服務時間：週一至週五上午9時至12時；下午14時至17時。
4、法律諮詢預約電話：1999（外縣市02-27208889）轉6168
5、建築諮詢電話:1999（外縣市02-27208889）轉6163
6、地政諮詢電話:1999（外縣市02-27208889）轉6018","1、法律諮詢以面談方式進行，採現場掛號及電話預約掛號。現場掛號時間：上午8時30分及中午12時30分起開始登記。
2、建築及地政諮詢現場受理。
3、諮詢服務時間：週一至週五上午9時至12時；下午14時至17時。
4、法律諮詢預約電話：1999（外縣市02-27208889）轉6168
5、建築諮詢電話:1999（外縣市02-27208889）轉6163
6、地政諮詢電話:1999（外縣市02-27208889）轉6018",2014/12/31 11:47,臺北市政府秘書處,,,bs-suwin@mail.taipei.gov.tw
免費,,公共資訊,張玉芬,2014/10/15,無,臺北市乙、丙級清除機構基本資料,依臺北市政府資料開放使用規範,臺北市乙、丙級清除機構基本資料,2010/11/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=1f254d12-c638-4813-9e66-cb0e40a0ebb9,"UTF-8,",396,原始資料,02-2728-7269,"XLS,",臺北市政府環境保護局,"丙級廢棄物,乙級廢棄物,清除機構,環境保護,",2015/3/10 20:15,名稱、級別、聯絡電話、地址、負責人,名稱、級別、聯絡電話、地址、負責人,2014/12/31 11:47,臺北市政府環境保護局,,288筆,la-fendy@mail.taipei.gov.tw
免費,,公共資訊,邱瑜禎,2015/1/29,無,臺北市甲級廢棄物清除處理機構名單,依臺北市政府資料開放使用規範,臺北市甲級廢棄物清除處理機構名單,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=9ea59aaf-cb6c-4fb6-b1a0-b8c0bfc0b5a3,"UTF-8,",397,原始資料,02-2728-7294,"XLS,",臺北市政府環境保護局,"清除處理機構,環境保護,甲級廢棄物,",2015/3/10 20:13,序號、等級、管制編號、機構名稱、負責人、電話、住址、種類、營業項目、核准文號、許可證字號、有效期限、專責技術人員,序號、等級、管制編號、機構名稱、負責人、電話、住址、種類、營業項目、核准文號、許可證字號、有效期限、專責技術人員,2014/12/31 11:46,臺北市政府環境保護局,,10筆,la-80185@mail.taipei.gov.tw
免費,,公共資訊,徐蔚文,2013/1/31,無,臺北市國民中學學區劃分,依臺北市政府資料開放使用規範,臺北市中小學校學區,2013/2/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=678c5215-f14a-47e3-92bd-da43f9d7c7a9,"BIG-5碼,",398,原始資料,27208889#6365,"docx,",臺北市政府教育局,"國民中學,學區,",2015/3/10 20:10,學校名稱、區別、學區範圍、地址、電話號碼,學校名稱、區別、學區範圍、地址、電話號碼,2014/12/31 11:46,臺北市政府教育局,,,weiwen@mail.taipei.gov.tw
免費,,公共資訊,李碧娥,,無,提供臺北市市政大樓場地租借之「場地名稱」、「面積」、「使用時間」及「場地費用」等資料,依臺北市政府資料開放使用規範,臺北市市政大樓及市民廣場場地使用時間及收費基準,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=74eb10dc-eace-4ff3-a892-b37fe71c0dbc,"BIG-5碼,",399,原始資料,27258624,"XLS,",臺北市政府秘書處,,2015/3/10 20:06,場地名稱、面積、使用時間、場地費用及附註,場地名稱、面積、使用時間、場地費用及附註,2014/12/31 11:46,臺北市政府秘書處,,24,ai-spg821@mail.taipei.gov.tw
免費,,公共資訊,陳崴逸,,無,無,依臺北市政府資料開放使用規範,臺北市自動化3D近似建物模型,,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=9b7d78d2-0d73-4b42-9b29-c1640efed0eb,,400,網路服務,27208889#8588,,臺北市政府資訊局,,2015/3/10 20:05,臺北市自動化3D近似建物建模成果,臺北市自動化3D近似建物建模成果,2014/12/31 11:52,臺北市政府資訊局,,,ic-wychen@mail.taipei.gov.tw
免費,,公共資訊,毛胤儒,,,都市更新停看聽,依臺北市政府資料開放使用規範,都市更新停看聽,,,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=e1ae12f7-2696-40df-a1c7-944adb468838,",",401,原始資料,23215696#3036,"XLS,",臺北市政府都市發展局,,2015/3/10 20:04,主旨、超連結,主旨、超連結,2014/12/31 11:05,臺北市政府都市發展局,,1,momogcd007@uro.taipei.gov.tw
免費,,公共資訊,柯乃瑋,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(中正區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=0b571dcf-865d-4330-884c-96d6426197d1,"BIG-5,",402,原始資料,02-23416721轉249,"XLS,",臺北市中正區公所,"疏散避難,防災,",2015/3/10 20:03,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:05,臺北市中正區公所,,31,bq10321@mail.taipei.gov.tw
免費,,公共資訊,蘇宗業,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(內湖區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=e7102a2b-e81e-468e-bcb0-3d532c87eb56,"BIG-5,",403,原始資料,27925828分機376,"XLS,",臺北市內湖區公所,"疏散避難,防災,",2015/3/10 20:02,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:05,臺北市內湖區公所,區、里、圖檔連結網址,39,bl_tsung@mail.taipei.gov.tw
免費,,公共資訊,蔡嘉昇,,,更新(地區)範圍圖資訊,依臺北市政府資料開放使用規範,更新(地區)範圍圖資訊,,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=2b98d648-4b27-4eeb-819b-6a70769fb9f6,",",404,原始資料,223215696,"XLS,",臺北市政府都市發展局,,2015/3/10 19:56,主旨、超連結,主旨、超連結,2014/12/31 11:05,臺北市政府都市發展局,,1,iamdeep814@uro.taipei.gov.tw
免費,,公共資訊,鄭梓宣,,,街頭藝人資料集描述,依臺北市政府資料開放使用規範,街頭藝人,,,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=5e4db75d-734e-42b7-8284-df413aa8122a,"UTF-8,",405,原始資料,27208889,"XML,",臺北市政府文化局,,2015/3/10 19:36,街頭藝人主要欄位說明,街頭藝人主要欄位說明,2014/12/31 19:08,臺北市政府文化局,,1303,bt_phoebe@mail.taipei.gov.tw
免費,,公共資訊,薛裕芬,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(中山區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=c259b18c-2146-4531-aadc-3e1da7a5d9ed,"BIG-5,",406,原始資料,2503-1369*519,"XLS,",臺北市中山區公所,"疏散避難,防災,",2015/3/10 19:32,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 11:04,臺北市中山區公所,,42,bk_100085@mail.taipei.gov.tw
免費,,公共資訊,毛胤儒,,,審議會議程及記錄,依臺北市政府資料開放使用規範,審議會議程及記錄,,,每週,http://data.taipei/opendata/datalist/datasetMeta?oid=04e7d767-7558-4482-ab2d-dac2e1c5236e,",",407,原始資料,23215696#3036,"XLS,",臺北市政府都市發展局,,2015/3/10 19:28,主旨、超連結,主旨、超連結,2014/12/31 10:59,臺北市政府都市發展局,,1,momogcd007@uro.taipei.gov.tw
免費,,公共資訊,胡克儀,,,免建築線指示地區公告,依臺北市政府資訊資產授權流通及加值利用作業要點,免建築線指示地區公告,,,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=2b1d35ab-26ab-4a25-9359-74d73848cd0a,",",408,原始資料,02-27208889#1311,"XLS,",臺北市政府都市發展局,,2015/3/10 19:17,"免建築線指示地區公告
","免建築線指示地區公告
",2014/12/31 10:58,臺北市政府都市發展局,,6,kenny@udd.taipei.gov.tw
免費,,公共資訊,楊志宏,,無,提供臺北市各區里疏散避難圖資訊,依臺北市政府資料開放使用規範,臺北市各區里疏散避難圖資訊(松山區),,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=163815ff-0bf4-4c8a-a3d0-0a08817c58b7,"BIG-5,",409,原始資料,87878787#155,"XLS,",臺北市松山區公所,"疏散避難,防災,",2015/3/10 19:13,區、里、圖檔連結網址,區、里、圖檔連結網址,2014/12/31 10:58,臺北市松山區公所,,33,bh_ssda095@mail.taipei.gov.tw
